tmdb_id,title,type,release_date,genres,tmdb_rating,my_rating,my_rating_label,date_rated,overview,poster_url
28,Apocalypse Now,movie,1979-05-19,"Drama, War",8.272,2,🤷 OK,2025-06-19 23:35:33.379526,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",https://image.tmdb.org/t/p/w500/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg
281957,The Revenant,movie,2015-12-25,"Western, Drama, Adventure",7.534,3,👍 Good,2025-06-19 23:35:41.394126,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",https://image.tmdb.org/t/p/w500/ji3ecJphATlVgWNY0B0RVXZizdf.jpg
1700,Misery,movie,1990-11-30,"Drama, Thriller",7.7,-1,❌ Don't Want to See,2025-06-19 23:35:50.442816,"After an accident, acclaimed novelist Paul Sheldon is rescued by a nurse who claims to be his biggest fan.  Her obsession takes a dark turn when she holds him captive in her remote Colorado home and forces him to write back to life the popular literary character he killed off.",https://image.tmdb.org/t/p/w500/23Y65uWaVMpqfbZTN3CT0aei4D5.jpg
1422,The Departed,movie,2006-10-04,"Drama, Thriller, Crime",8.159,0,👀 Want to See,2025-06-19 23:36:00.281722,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",https://image.tmdb.org/t/p/w500/nT97ifVT2J1yMQmeq20Qblg61T.jpg
206647,Spectre,movie,2015-10-26,"Action, Adventure, Thriller",6.558,3,👍 Good,2025-06-19 23:36:31.805454,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",https://image.tmdb.org/t/p/w500/zj8ongFhtWNsVlfjOGo8pSr7PQg.jpg
257445,Goosebumps,movie,2015-08-05,"Adventure, Horror, Comedy",6.308,-1,❌ Don't Want to See,2025-06-19 23:36:37.621906,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",https://image.tmdb.org/t/p/w500/aeZT9pqEgrmXOGdESFkAuVjX6kw.jpg
64682,The Great Gatsby,movie,2013-05-09,"Drama, Romance",7.363,2,🤷 OK,2025-06-19 23:36:41.444473,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",https://image.tmdb.org/t/p/w500/nimh1rrDDLhgpG8XAYoUZXHYwb6.jpg
273248,The Hateful Eight,movie,2015-12-25,"Drama, Mystery, Western",7.755,3,👍 Good,2025-06-19 23:36:46.699887,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,https://image.tmdb.org/t/p/w500/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg
206647,Spectre,movie,2015-10-26,"Action, Adventure, Thriller",6.558,-1,❌ Don't Want to See,2025-06-19 23:37:52.439022,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",https://image.tmdb.org/t/p/w500/zj8ongFhtWNsVlfjOGo8pSr7PQg.jpg
20,My Life Without Me,movie,2003-03-07,"Drama, Romance",6.053,-1,❌ Don't Want to See,2025-06-19 23:37:59.764314,A fatally ill mother with only two months to live creates a list of things she wants to do before she dies without telling her family of her illness.,https://image.tmdb.org/t/p/w500/pFEtVPW88pWflYV84UFL0h1iJr3.jpg
318846,The Big Short,movie,2015-12-11,"Comedy, Drama",7.356,4,🌟 Perfect,2025-06-19 23:38:01.453630,The men who made millions from a global economic meltdown.,https://image.tmdb.org/t/p/w500/scVEaJEwP8zUix8vgmMoJJ9Nq0w.jpg
318846,The Big Short,movie,2015-12-11,"Comedy, Drama",7.356,0,👀 Want to See,2025-06-19 23:38:07.185385,The men who made millions from a global economic meltdown.,https://image.tmdb.org/t/p/w500/scVEaJEwP8zUix8vgmMoJJ9Nq0w.jpg
78,Blade Runner,movie,1982-06-25,"Science Fiction, Drama, Thriller",7.94,-1,❌ Don't Want to See,2025-06-19 23:38:12.487550,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",https://image.tmdb.org/t/p/w500/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg
370172,No Time to Die,movie,2021-09-29,"Action, Thriller, Adventure",7.364,-1,❌ Don't Want to See,2025-06-19 23:38:20.936343,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",https://image.tmdb.org/t/p/w500/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg
64682,The Great Gatsby,movie,2013-05-09,"Drama, Romance",7.363,3,👍 Good,2025-06-19 23:38:21.529559,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",https://image.tmdb.org/t/p/w500/nimh1rrDDLhgpG8XAYoUZXHYwb6.jpg
71,Billy Elliot,movie,2000-09-28,"Drama, Comedy, Music",7.593,4,🌟 Perfect,2025-06-19 23:38:28.326155,"County Durham, England, 1984. The miners' strike has started and the police have started coming up from Bethnal Green, starting a class war with the lower classes suffering. Caught in the middle of the conflict is 11-year old Billy Elliot, who, after leaving his boxing club for the day, stumbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs. Wilkinson for an upcoming audition in Newcastle-upon Tyne for the royal Ballet school in London.",https://image.tmdb.org/t/p/w500/nOr5diUZxphmAD3li9aiILyI28F.jpg
978415,Horseplay,movie,2023-06-01,"Comedy, Drama",7.8,-1,❌ Don't Want to See,2025-06-19 23:38:42.275862,"In the heat of the summer, Andy leaves the city in order to spend some time at a luxury villa with his best friends. As they party and goof around, their initial consensual horseplay reveals that they each have different personal boundaries.",https://image.tmdb.org/t/p/w500/2PfLCKM4YuaWOfbgn5VGihBF5ls.jpg
1787,Les Biches,movie,1968-03-22,"Drama, Romance",6.0,-1,❌ Don't Want to See,2025-06-19 23:38:50.236524,"A bored bisexual millionaire picks up a young destitute street artist and whisks her away to her villa in Saint Tropez. They meet a dashing local architect and both fall for him, setting in motion a ménage à trois of deception and betrayal.",https://image.tmdb.org/t/p/w500/aso44GAzBFgw7q4FtbHVHbvJxos.jpg
298931,Billy Elliot: The Musical Live,movie,2014-09-28,"Music, Drama, History",8.1,3,👍 Good,2025-06-19 23:38:54.307342,"In County Durham, England, 1984, a talented young dancer, Billy Elliot, stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family’s set ways, inner conflict, and standing on his toes in a musical that questions masculinity, gender norms and conformity.",https://image.tmdb.org/t/p/w500/cVe13jzHzWNOpv02xdDuozbIJBm.jpg
527511,Bhavesh Joshi Superhero,movie,2018-06-01,"Action, Drama",7.4,-1,❌ Don't Want to See,2025-06-19 23:39:03.162316,"A young man who stands for the right discovers that he's destined to do bigger things, which will transform him from a common man into a Superhero.",https://image.tmdb.org/t/p/w500/x2dzIELXWls5Aqutha502ZyF8WN.jpg
417419,SoulMate,movie,2016-09-23,"Romance, Drama",7.2,-1,❌ Don't Want to See,2025-06-19 23:39:07.638508,The films spans two decades as the story unfolds in a series of flashbacks that begin when Qiyue and Ansheng were just thirteen. The two became inseparable until they met a boy who ended up tearing their lives apart.,https://image.tmdb.org/t/p/w500/gVgKn7hV6nMNyE6WjFz1QTnLhtS.jpg
69,Walk the Line,movie,2005-09-13,"Drama, Music, Romance",7.503,-1,❌ Don't Want to See,2025-06-19 23:39:22.909924,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",https://image.tmdb.org/t/p/w500/zMkD6FVikyPNnigoupO7vD5ti9p.jpg
26,Walk on Water,movie,2004-02-05,Drama,6.92,-1,❌ Don't Want to See,2025-06-19 23:39:33.688060,"Eyal, an Israeli Mossad agent, is given the mission to track down and kill the very old Alfred Himmelman, an ex-Nazi officer, who might still be alive. Pretending to be a tourist guide, he befriends his grandson Axel, in Israel to visit his sister Pia. The two men set out on a tour of the country, during which Axel challenges Eyal's values.",https://image.tmdb.org/t/p/w500/mVWFN3RaBFLuJRtRLPebatX9qPq.jpg
509,Notting Hill,movie,1999-05-21,"Romance, Comedy",7.263,3,👍 Good,2025-06-19 23:39:40.387316,London bookstore owner William Thacker's quiet life turns upside down when a chance encounter with famous actress Anna Scott sparks an unlikely romance challenged by their vastly different worlds.,https://image.tmdb.org/t/p/w500/hHRIf2XHeQMbyRb3HUx19SF5Ujw.jpg
1736,Shoppen,movie,2007-05-02,"Comedy, Drama",6.0,-1,❌ Don't Want to See,2025-06-19 23:39:55.508689,"An almost bombproof method of staying single is called ""speed dating"". 18 people participate in such an event. Nine men and nine women are sitting opposite each other in order to sell optimally under the pressure of time and to find a partner. They are looking for a date - and have nothing else in common. They talk about allergies, cappuccino, consumer behavior, buses and designer clothes: the list of serious embarrassments is long. Yet none of the lonely hearts has given up the hope of romance.",https://image.tmdb.org/t/p/w500/gDyQPCMTMov5DKzOuTXdoZxV4Sw.jpg
74,War of the Worlds,movie,2005-06-28,"Adventure, Thriller, Science Fiction",6.518,3,👍 Good,2025-06-19 23:39:59.148083,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",https://image.tmdb.org/t/p/w500/6Biy7R9LfumYshur3YKhpj56MpB.jpg
1723,The Front,movie,1976-09-17,"Comedy, Drama",7.0,-1,❌ Don't Want to See,2025-06-19 23:40:02.501805,"A cashier poses as a writer for blacklisted talents to submit their work through, but the injustice around him pushes him to take a stand.",https://image.tmdb.org/t/p/w500/3h39YWLBuFd4SGi2eqNazEQlPv7.jpg
1792,Stuck on You,movie,2003-12-10,Comedy,5.3,-1,❌ Don't Want to See,2025-06-19 23:40:09.474449,"In Martha's Vineyard, Mass., conjoined twins Walt and Bob Tenor make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher, decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.",https://image.tmdb.org/t/p/w500/2vDNBQb1orr8egzhybh7SHqDmeC.jpg
37724,Skyfall,movie,2012-10-24,"Action, Adventure, Thriller",7.249,3,👍 Good,2025-06-19 23:40:10.872908,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",https://image.tmdb.org/t/p/w500/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg
1812,Trick,movie,1999-07-23,"Comedy, Romance",7.0,-1,❌ Don't Want to See,2025-06-19 23:40:18.273139,"Gabriel is a young, aspiring musical composer whose life seems stuck in the First Act. When his new musical number gets a critical reception, a theatre colleague, Perry, tells Gabriel that he needs to get a life before he can write about one – so he heads straight for his local gay bar.",https://image.tmdb.org/t/p/w500/3uphUbyfQkiKPt29WIO1vrX0Zyx.jpg
27,9 Songs,movie,2004-07-16,"Drama, Music, Romance",5.556,-1,❌ Don't Want to See,2025-06-19 23:40:27.309332,"Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.",https://image.tmdb.org/t/p/w500/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg
4806,Runaway Bride,movie,1999-07-30,"Comedy, Romance",6.11,-1,❌ Don't Want to See,2025-06-19 23:40:34.591821,"Having already left three grooms at the altar, Maggie Carpenter is branded ""the runaway bride"" by jaded New York journalist Ike Graham. But, after his facts are called into question, Ike races to Maggie's hometown to save his reputation and report on her upcoming fourth trip down the aisle – during which he's convinced she'll run again. Though he's there on a muckraking mission, Ike can't help but fall for this breathtaking heartbreaker.",https://image.tmdb.org/t/p/w500/wzivR0yWJStVdhcl0A5rQvVdTQ7.jpg
4148,Revolutionary Road,movie,2008-12-19,"Drama, Romance",6.989,3,👍 Good,2025-06-19 23:40:43.426793,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,https://image.tmdb.org/t/p/w500/lLkVzVPKeBov5lh5yaeRun1xYzS.jpg
273248,The Hateful Eight,movie,2015-12-25,"Drama, Mystery, Western",7.755,0,👀 Want to See,2025-06-19 23:40:52.719354,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,https://image.tmdb.org/t/p/w500/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg
712,Four Weddings and a Funeral,movie,1994-03-09,"Comedy, Drama, Romance",6.771,-1,❌ Don't Want to See,2025-06-19 23:41:02.595812,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",https://image.tmdb.org/t/p/w500/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg
12113,Body of Lies,movie,2008-10-09,"Action, Drama, Thriller",6.63,-1,❌ Don't Want to See,2025-06-19 23:41:09.738107,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",https://image.tmdb.org/t/p/w500/rNEZug6er0bIj9LVN2JaQig6oZy.jpg
10675,Frantic,movie,1988-02-19,"Thriller, Mystery, Crime, Drama",6.722,-1,❌ Don't Want to See,2025-06-19 23:41:19.914459,"The wife of an American doctor suddenly vanishes in Paris. To find her, he navigates a puzzling web of language, locale, laissez-faire cops, triplicate-form filling bureaucrats and a defiant, mysterious waif who knows more than she tells.",https://image.tmdb.org/t/p/w500/z0xAa91q6Fq2ljksNV1uS53NoCZ.jpg
509,Notting Hill,movie,1999-05-21,"Romance, Comedy",7.263,3,👍 Good,2025-06-19 23:41:23.484709,London bookstore owner William Thacker's quiet life turns upside down when a chance encounter with famous actress Anna Scott sparks an unlikely romance challenged by their vastly different worlds.,https://image.tmdb.org/t/p/w500/hHRIf2XHeQMbyRb3HUx19SF5Ujw.jpg
33,Unforgiven,movie,1992-08-07,Western,7.912,-1,❌ Don't Want to See,2025-06-19 23:42:38.473618,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",https://image.tmdb.org/t/p/w500/54roTwbX9fltg85zjsmrooXAs12.jpg
500,Reservoir Dogs,movie,1992-09-02,"Crime, Thriller",8.1,2,🤷 OK,2025-06-19 23:42:45.960490,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",https://image.tmdb.org/t/p/w500/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg
314365,Spotlight,movie,2015-11-06,"Drama, History",7.814,3,👍 Good,2025-06-19 23:42:55.492374,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",https://image.tmdb.org/t/p/w500/8DPGG400FgaFWaqcv11n8mRd2NG.jpg
296098,Bridge of Spies,movie,2015-10-15,"Thriller, Drama",7.234,-1,❌ Don't Want to See,2025-06-19 23:43:08.255511,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",https://image.tmdb.org/t/p/w500/fmOOjHAQzxr0c1sfcY4qkiSRBH6.jpg
257450,Piranha Sharks,movie,2014-05-08,"Horror, Comedy, Action, Science Fiction",5.587,-1,❌ Don't Want to See,2025-06-19 23:43:17.595971,"Great white sharks bio-engineered to be the size of piranhas with the purpose of living in rich peoples exotic aquariums, terrorize New York City when they get into the water supply and do what great white sharks do best.",https://image.tmdb.org/t/p/w500/v60laZMOAaifzlGN38bDAXYgqI2.jpg
180,Minority Report,movie,2002-06-20,"Science Fiction, Action, Thriller",7.3,-1,❌ Don't Want to See,2025-06-19 23:43:24.067270,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",https://image.tmdb.org/t/p/w500/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg
1917,Who Killed Bambi?,movie,2003-12-24,Thriller,6.1,-1,❌ Don't Want to See,2025-06-19 23:43:31.198586,"Isabelle, a beautiful nursing student, is starting her internship at a prestigious hospital. She meets Dr. Philip there, feels atracted to him from the beggining and starts suffering from strange fainting; so he calls her Bambi: her legs don't support her. Patients mysteriously start to dissappear from their rooms; so Bambi and Dr. Philip start a cat vs. mouse paranoid game, in order to catch the probable killer.",https://image.tmdb.org/t/p/w500/nKhmdbwcMXWM21AqSBKLvV3kdog.jpg
10764,Quantum of Solace,movie,2008-10-29,"Adventure, Action, Thriller, Crime",6.333,-1,❌ Don't Want to See,2025-06-19 23:43:40.136867,"Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",https://image.tmdb.org/t/p/w500/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg
1717,All the King's Men,movie,2006-09-10,"Drama, Thriller",5.772,-1,❌ Don't Want to See,2025-06-19 23:43:48.152940,"The story of an idealist's rise to power in the world of Louisiana politics and the corruption that leads to his ultimate downfall. Based on the 1946 Pulitzer Prize-winning novel written by Robert Penn Warren, loosely based on the story of real-life politician Huey Long.",https://image.tmdb.org/t/p/w500/j7vfi9M0GwOvn5bywzheF7oQ7w.jpg
264644,Room,movie,2015-10-16,"Drama, Thriller",8.004,4,🌟 Perfect,2025-06-19 23:43:55.712590,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",https://image.tmdb.org/t/p/w500/pCURNjeomWbMSdiP64gj8NVVHTQ.jpg
